-0.13258,-0.20046,0.165
-0.13258,-0.20046,-0.165
-0.21885,-0.28673,-0.165
-0.26128,-0.32916,-0.06
-0.26128,-0.32916,0.06
-0.21885,-0.28673,0.165
0.09323,-0.22116,0.165
0.09323,-0.22116,-0.165
