Dark spectrum
Integration time [ms]: 100.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1401079U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts]
 397.39;  159.000;  159.000;    0.000
 397.73;   98.000;   98.000;    0.000
 398.07;   93.000;   93.000;    0.000
 398.41;  110.000;  110.000;    0.000
 398.74;  168.000;  168.000;    0.000
 399.08;   73.000;   73.000;    0.000
 399.42;  189.000;  189.000;    0.000
 399.76;  206.000;  206.000;    0.000
 400.10;   85.000;   85.000;    0.000
 400.44;   33.000;   33.000;    0.000
 400.78;   77.000;   77.000;    0.000
 401.11;   12.000;   12.000;    0.000
 401.45;   83.000;   83.000;    0.000
 401.79;   74.000;   74.000;    0.000
 402.13;  103.000;  103.000;    0.000
 402.47;   16.000;   16.000;    0.000
 402.81;  -14.000;  -14.000;    0.000
 403.14;  115.000;  115.000;    0.000
 403.48;   47.000;   47.000;    0.000
 403.82;   51.000;   51.000;    0.000
 404.16;   -6.000;   -6.000;    0.000
 404.50;   50.000;   50.000;    0.000
 404.84;    8.000;    8.000;    0.000
 405.17;   11.000;   11.000;    0.000
 405.51;   92.000;   92.000;    0.000
 405.85;   58.000;   58.000;    0.000
 406.19;  179.000;  179.000;    0.000
 406.53;  139.000;  139.000;    0.000
 406.87;  134.000;  134.000;    0.000
 407.20;  125.000;  125.000;    0.000
 407.54;  129.000;  129.000;    0.000
 407.88;  167.000;  167.000;    0.000
 408.22;   42.000;   42.000;    0.000
 408.56;  230.000;  230.000;    0.000
 408.90;   83.000;   83.000;    0.000
 409.23;   28.000;   28.000;    0.000
 409.57;  106.000;  106.000;    0.000
 409.91; 1812.000; 1812.000;    0.000
 410.25; 1081.000; 1081.000;    0.000
 410.59;  159.000;  159.000;    0.000
 410.92;   34.000;   34.000;    0.000
 411.26;  -26.000;  -26.000;    0.000
 411.60;   96.000;   96.000;    0.000
 411.94;   66.000;   66.000;    0.000
 412.28;   78.000;   78.000;    0.000
 412.62;   18.000;   18.000;    0.000
 412.95;  -33.000;  -33.000;    0.000
 413.29;   65.000;   65.000;    0.000
 413.63;  -27.000;  -27.000;    0.000
 413.97;   24.000;   24.000;    0.000
 414.31;  137.000;  137.000;    0.000
 414.64;  145.000;  145.000;    0.000
 414.98;   71.000;   71.000;    0.000
 415.32;  166.000;  166.000;    0.000
 415.66;  122.000;  122.000;    0.000
 416.00;  132.000;  132.000;    0.000
 416.33;  109.000;  109.000;    0.000
 416.67;   17.000;   17.000;    0.000
 417.01;  125.000;  125.000;    0.000
 417.35;   68.000;   68.000;    0.000
 417.69;   32.000;   32.000;    0.000
 418.02;   86.000;   86.000;    0.000
 418.36;  139.000;  139.000;    0.000
 418.70;   12.000;   12.000;    0.000
 419.04;   82.000;   82.000;    0.000
 419.38;   67.000;   67.000;    0.000
 419.71;   -7.000;   -7.000;    0.000
 420.05;   41.000;   41.000;    0.000
 420.39;   84.000;   84.000;    0.000
 420.73;  216.000;  216.000;    0.000
 421.06;   54.000;   54.000;    0.000
 421.40;    4.000;    4.000;    0.000
 421.74;  -31.000;  -31.000;    0.000
 422.08;   83.000;   83.000;    0.000
 422.42;   42.000;   42.000;    0.000
 422.75;   96.000;   96.000;    0.000
 423.09;   30.000;   30.000;    0.000
 423.43;   12.000;   12.000;    0.000
 423.77;  178.000;  178.000;    0.000
 424.10;   20.000;   20.000;    0.000
 424.44;   92.000;   92.000;    0.000
 424.78;   58.000;   58.000;    0.000
 425.12;   -4.000;   -4.000;    0.000
 425.46;   44.000;   44.000;    0.000
 425.79;   -2.000;   -2.000;    0.000
 426.13;   43.000;   43.000;    0.000
 426.47;   65.000;   65.000;    0.000
 426.81;  191.000;  191.000;    0.000
 427.14;   76.000;   76.000;    0.000
 427.48;   64.000;   64.000;    0.000
 427.82;   30.000;   30.000;    0.000
 428.16;   62.000;   62.000;    0.000
 428.49;  134.000;  134.000;    0.000
 428.83;  159.000;  159.000;    0.000
 429.17;  136.000;  136.000;    0.000
 429.51;  198.000;  198.000;    0.000
 429.84;  207.000;  207.000;    0.000
 430.18;  198.000;  198.000;    0.000
 430.52;  220.000;  220.000;    0.000
 430.86;  265.000;  265.000;    0.000
 431.19;  391.000;  391.000;    0.000
 431.53;   41.000;   41.000;    0.000
 431.87;   97.000;   97.000;    0.000
 432.21;  -29.000;  -29.000;    0.000
 432.54;    1.000;    1.000;    0.000
 432.88;   19.000;   19.000;    0.000
 433.22;  513.000;  513.000;    0.000
 433.56; 5568.000; 5568.000;    0.000
 433.89;14844.000;14844.000;    0.000
 434.23; 9422.000; 9422.000;    0.000
 434.57; 1274.000; 1274.000;    0.000
 434.91;  234.000;  234.000;    0.000
 435.24;  168.000;  168.000;    0.000
 435.58;   53.000;   53.000;    0.000
 435.92;   15.000;   15.000;    0.000
 436.26;   46.000;   46.000;    0.000
 436.59;   47.000;   47.000;    0.000
 436.93;   35.000;   35.000;    0.000
 437.27;   25.000;   25.000;    0.000
 437.61;   49.000;   49.000;    0.000
 437.94;   23.000;   23.000;    0.000
 438.28;   21.000;   21.000;    0.000
 438.62;   36.000;   36.000;    0.000
 438.95;   42.000;   42.000;    0.000
 439.29;   53.000;   53.000;    0.000
 439.63;   43.000;   43.000;    0.000
 439.97;   81.000;   81.000;    0.000
 440.30;   69.000;   69.000;    0.000
 440.64;    3.000;    3.000;    0.000
 440.98;  110.000;  110.000;    0.000
 441.32;  242.000;  242.000;    0.000
 441.65;  104.000;  104.000;    0.000
 441.99;  155.000;  155.000;    0.000
 442.33;   77.000;   77.000;    0.000
 442.66;   35.000;   35.000;    0.000
 443.00;   -4.000;   -4.000;    0.000
 443.34;   96.000;   96.000;    0.000
 443.68;   13.000;   13.000;    0.000
 444.01;   23.000;   23.000;    0.000
 444.35;  111.000;  111.000;    0.000
 444.69;  134.000;  134.000;    0.000
 445.02;   85.000;   85.000;    0.000
 445.36;   29.000;   29.000;    0.000
 445.70;   59.000;   59.000;    0.000
 446.04;  116.000;  116.000;    0.000
 446.37;    6.000;    6.000;    0.000
 446.71;   89.000;   89.000;    0.000
 447.05;   44.000;   44.000;    0.000
 447.38;   38.000;   38.000;    0.000
 447.72;   35.000;   35.000;    0.000
 448.06;  105.000;  105.000;    0.000
 448.39;   40.000;   40.000;    0.000
 448.73;   42.000;   42.000;    0.000
 449.07;  240.000;  240.000;    0.000
 449.41;  140.000;  140.000;    0.000
 449.74;  -12.000;  -12.000;    0.000
 450.08;   58.000;   58.000;    0.000
 450.42;   52.000;   52.000;    0.000
 450.75;   16.000;   16.000;    0.000
 451.09;   33.000;   33.000;    0.000
 451.43;   30.000;   30.000;    0.000
 451.76;    0.000;    0.000;    0.000
 452.10;  114.000;  114.000;    0.000
 452.44;   -3.000;   -3.000;    0.000
 452.77;   39.000;   39.000;    0.000
 453.11;    2.000;    2.000;    0.000
 453.45;   52.000;   52.000;    0.000
 453.78;   72.000;   72.000;    0.000
 454.12;   27.000;   27.000;    0.000
 454.46;   71.000;   71.000;    0.000
 454.80;   89.000;   89.000;    0.000
 455.13;  197.000;  197.000;    0.000
 455.47;  -76.000;  -76.000;    0.000
 455.81;  261.000;  261.000;    0.000
 456.14;   72.000;   72.000;    0.000
 456.48;   10.000;   10.000;    0.000
 456.82;   77.000;   77.000;    0.000
 457.15;  149.000;  149.000;    0.000
 457.49;  227.000;  227.000;    0.000
 457.83;  291.000;  291.000;    0.000
 458.16;  281.000;  281.000;    0.000
 458.50;    4.000;    4.000;    0.000
 458.84;   67.000;   67.000;    0.000
 459.17;  -17.000;  -17.000;    0.000
 459.51;   26.000;   26.000;    0.000
 459.85;   76.000;   76.000;    0.000
 460.18;    2.000;    2.000;    0.000
 460.52;   23.000;   23.000;    0.000
 460.86;   88.000;   88.000;    0.000
 461.19;   32.000;   32.000;    0.000
 461.53;   44.000;   44.000;    0.000
 461.87;  -24.000;  -24.000;    0.000
 462.20;   20.000;   20.000;    0.000
 462.54;   61.000;   61.000;    0.000
 462.87;  474.000;  474.000;    0.000
 463.21;  575.000;  575.000;    0.000
 463.55;  204.000;  204.000;    0.000
 463.88;  161.000;  161.000;    0.000
 464.22;   73.000;   73.000;    0.000
 464.56;  102.000;  102.000;    0.000
 464.89;  140.000;  140.000;    0.000
 465.23;   73.000;   73.000;    0.000
 465.57;  125.000;  125.000;    0.000
 465.90;   20.000;   20.000;    0.000
 466.24;   53.000;   53.000;    0.000
 466.58;  -27.000;  -27.000;    0.000
 466.91;   83.000;   83.000;    0.000
 467.25;   64.000;   64.000;    0.000
 467.58;   52.000;   52.000;    0.000
 467.92;  102.000;  102.000;    0.000
 468.26;  177.000;  177.000;    0.000
 468.59;  157.000;  157.000;    0.000
 468.93;   70.000;   70.000;    0.000
 469.27;   39.000;   39.000;    0.000
 469.60;   21.000;   21.000;    0.000
 469.94;  -30.000;  -30.000;    0.000
 470.28;  115.000;  115.000;    0.000
 470.61;   36.000;   36.000;    0.000
 470.95;   64.000;   64.000;    0.000
 471.28;   56.000;   56.000;    0.000
 471.62;  191.000;  191.000;    0.000
 471.96;   25.000;   25.000;    0.000
 472.29;   92.000;   92.000;    0.000
 472.63;   23.000;   23.000;    0.000
 472.97;   34.000;   34.000;    0.000
 473.30;   23.000;   23.000;    0.000
 473.64;  -19.000;  -19.000;    0.000
 473.97;  -45.000;  -45.000;    0.000
 474.31;  122.000;  122.000;    0.000
 474.65;  -34.000;  -34.000;    0.000
 474.98;   84.000;   84.000;    0.000
 475.32;  -30.000;  -30.000;    0.000
 475.65;   60.000;   60.000;    0.000
 475.99;   86.000;   86.000;    0.000
 476.33;   13.000;   13.000;    0.000
 476.66;   -7.000;   -7.000;    0.000
 477.00;  -35.000;  -35.000;    0.000
 477.34;   19.000;   19.000;    0.000
 477.67;   29.000;   29.000;    0.000
 478.01;  126.000;  126.000;    0.000
 478.34;   55.000;   55.000;    0.000
 478.68;   36.000;   36.000;    0.000
 479.02;  150.000;  150.000;    0.000
 479.35;  258.000;  258.000;    0.000
 479.69;  185.000;  185.000;    0.000
 480.02;   19.000;   19.000;    0.000
 480.36;  130.000;  130.000;    0.000
 480.70;  164.000;  164.000;    0.000
 481.03;  315.000;  315.000;    0.000
 481.37;  342.000;  342.000;    0.000
 481.70;  272.000;  272.000;    0.000
 482.04;  196.000;  196.000;    0.000
 482.37;   22.000;   22.000;    0.000
 482.71;   31.000;   31.000;    0.000
 483.05;   67.000;   67.000;    0.000
 483.38;  273.000;  273.000;    0.000
 483.72;  230.000;  230.000;    0.000
 484.05;  338.000;  338.000;    0.000
 484.39;  518.000;  518.000;    0.000
 484.73; 1037.000; 1037.000;    0.000
 485.06; 2009.000; 2009.000;    0.000
 485.40;15164.000;15164.000;    0.000
 485.73;64742.000;64742.000;    0.000
 486.07;64744.000;64744.000;    0.000
 486.40;64742.000;64742.000;    0.000
 486.74;64744.000;64744.000;    0.000
 487.08;20392.000;20392.000;    0.000
 487.41;14798.000;14798.000;    0.000
 487.75;  529.000;  529.000;    0.000
 488.08;  266.000;  266.000;    0.000
 488.42;  217.000;  217.000;    0.000
 488.75;  175.000;  175.000;    0.000
 489.09;  129.000;  129.000;    0.000
 489.43;  128.000;  128.000;    0.000
 489.76;  157.000;  157.000;    0.000
 490.10;  108.000;  108.000;    0.000
 490.43;  194.000;  194.000;    0.000
 490.77;  172.000;  172.000;    0.000
 491.10;  156.000;  156.000;    0.000
 491.44;  270.000;  270.000;    0.000
 491.78;  406.000;  406.000;    0.000
 492.11;  284.000;  284.000;    0.000
 492.45;  862.000;  862.000;    0.000
 492.78; 1301.000; 1301.000;    0.000
 493.12; 1725.000; 1725.000;    0.000
 493.45;  944.000;  944.000;    0.000
 493.79;  284.000;  284.000;    0.000
 494.12;  220.000;  220.000;    0.000
 494.46;   71.000;   71.000;    0.000
 494.80;   12.000;   12.000;    0.000
 495.13;   58.000;   58.000;    0.000
 495.47;   41.000;   41.000;    0.000
 495.80;  138.000;  138.000;    0.000
 496.14;  -31.000;  -31.000;    0.000
 496.47;  150.000;  150.000;    0.000
 496.81;  330.000;  330.000;    0.000
 497.14;  123.000;  123.000;    0.000
 497.48;   66.000;   66.000;    0.000
 497.81;  167.000;  167.000;    0.000
 498.15;   50.000;   50.000;    0.000
 498.48;    5.000;    5.000;    0.000
 498.82;   43.000;   43.000;    0.000
 499.16;   67.000;   67.000;    0.000
 499.49;  199.000;  199.000;    0.000
 499.83;   85.000;   85.000;    0.000
 500.16;   56.000;   56.000;    0.000
 500.50;  280.000;  280.000;    0.000
 500.83;  325.000;  325.000;    0.000
 501.17;  924.000;  924.000;    0.000
 501.50;  530.000;  530.000;    0.000
 501.84;  210.000;  210.000;    0.000
 502.17;   79.000;   79.000;    0.000
 502.51;   83.000;   83.000;    0.000
 502.84;  261.000;  261.000;    0.000
 503.18;  331.000;  331.000;    0.000
 503.51;   76.000;   76.000;    0.000
 503.85;  226.000;  226.000;    0.000
 504.18;   99.000;   99.000;    0.000
 504.52;   39.000;   39.000;    0.000
 504.85;  135.000;  135.000;    0.000
 505.19;  168.000;  168.000;    0.000
 505.53;  150.000;  150.000;    0.000
 505.86;   62.000;   62.000;    0.000
 506.20;   -9.000;   -9.000;    0.000
 506.53;   32.000;   32.000;    0.000
 506.87;   53.000;   53.000;    0.000
 507.20;   83.000;   83.000;    0.000
 507.54;  148.000;  148.000;    0.000
 507.87;  198.000;  198.000;    0.000
 508.21;  319.000;  319.000;    0.000
 508.54;    1.000;    1.000;    0.000
 508.88;  -15.000;  -15.000;    0.000
 509.21;  250.000;  250.000;    0.000
 509.55;  132.000;  132.000;    0.000
 509.88;   16.000;   16.000;    0.000
 510.22;   88.000;   88.000;    0.000
 510.55;  129.000;  129.000;    0.000
 510.89;   16.000;   16.000;    0.000
 511.22;   70.000;   70.000;    0.000
 511.56;   59.000;   59.000;    0.000
 511.89;   70.000;   70.000;    0.000
 512.23;  -94.000;  -94.000;    0.000
 512.56;   54.000;   54.000;    0.000
 512.90;  122.000;  122.000;    0.000
 513.23;  288.000;  288.000;    0.000
 513.57;  168.000;  168.000;    0.000
 513.90;  239.000;  239.000;    0.000
 514.23;  464.000;  464.000;    0.000
 514.57;  465.000;  465.000;    0.000
 514.90;  183.000;  183.000;    0.000
 515.24;   78.000;   78.000;    0.000
 515.57;   47.000;   47.000;    0.000
 515.91;   48.000;   48.000;    0.000
 516.24;   60.000;   60.000;    0.000
 516.58;   76.000;   76.000;    0.000
 516.91;   30.000;   30.000;    0.000
 517.25;   24.000;   24.000;    0.000
 517.58;   61.000;   61.000;    0.000
 517.92;   -8.000;   -8.000;    0.000
 518.25;   79.000;   79.000;    0.000
 518.59;   47.000;   47.000;    0.000
 518.92;  -11.000;  -11.000;    0.000
 519.26;  -21.000;  -21.000;    0.000
 519.59;  151.000;  151.000;    0.000
 519.93;  292.000;  292.000;    0.000
 520.26;  -25.000;  -25.000;    0.000
 520.59;   51.000;   51.000;    0.000
 520.93;   85.000;   85.000;    0.000
 521.26;   84.000;   84.000;    0.000
 521.60;  107.000;  107.000;    0.000
 521.93;  -16.000;  -16.000;    0.000
 522.27;   -1.000;   -1.000;    0.000
 522.60;   15.000;   15.000;    0.000
 522.94;   41.000;   41.000;    0.000
 523.27;   22.000;   22.000;    0.000
 523.61;   29.000;   29.000;    0.000
 523.94;   78.000;   78.000;    0.000
 524.27;   57.000;   57.000;    0.000
 524.61;   53.000;   53.000;    0.000
 524.94;   78.000;   78.000;    0.000
 525.28;   -5.000;   -5.000;    0.000
 525.61;   44.000;   44.000;    0.000
 525.95;   95.000;   95.000;    0.000
 526.28;  178.000;  178.000;    0.000
 526.62;  177.000;  177.000;    0.000
 526.95;   51.000;   51.000;    0.000
 527.28;  -60.000;  -60.000;    0.000
 527.62;   15.000;   15.000;    0.000
 527.95;   13.000;   13.000;    0.000
 528.29;   98.000;   98.000;    0.000
 528.62;  -26.000;  -26.000;    0.000
 528.96;   83.000;   83.000;    0.000
 529.29;   20.000;   20.000;    0.000
 529.63;   80.000;   80.000;    0.000
 529.96;  125.000;  125.000;    0.000
 530.29;   90.000;   90.000;    0.000
 530.63;   20.000;   20.000;    0.000
 530.96;  -11.000;  -11.000;    0.000
 531.30;   54.000;   54.000;    0.000
 531.63;   56.000;   56.000;    0.000
 531.97;  369.000;  369.000;    0.000
 532.30;   47.000;   47.000;    0.000
 532.63;   91.000;   91.000;    0.000
 532.97;   14.000;   14.000;    0.000
 533.30;  -64.000;  -64.000;    0.000
 533.64;   82.000;   82.000;    0.000
 533.97;   60.000;   60.000;    0.000
 534.30;   95.000;   95.000;    0.000
 534.64;  151.000;  151.000;    0.000
 534.97;   41.000;   41.000;    0.000
 535.31;   27.000;   27.000;    0.000
 535.64;  117.000;  117.000;    0.000
 535.98;  -12.000;  -12.000;    0.000
 536.31;   21.000;   21.000;    0.000
 536.64;  111.000;  111.000;    0.000
 536.98;   53.000;   53.000;    0.000
 537.31;   39.000;   39.000;    0.000
 537.65;   49.000;   49.000;    0.000
 537.98;   85.000;   85.000;    0.000
 538.31;   35.000;   35.000;    0.000
 538.65;   53.000;   53.000;    0.000
 538.98;   95.000;   95.000;    0.000
 539.32;   17.000;   17.000;    0.000
 539.65;   94.000;   94.000;    0.000
 539.98;   98.000;   98.000;    0.000
 540.32;   68.000;   68.000;    0.000
 540.65;  -30.000;  -30.000;    0.000
 540.99;   66.000;   66.000;    0.000
 541.32;  115.000;  115.000;    0.000
 541.65;   84.000;   84.000;    0.000
 541.99;  176.000;  176.000;    0.000
 542.32;  262.000;  262.000;    0.000
 542.66;  609.000;  609.000;    0.000
 542.99;  605.000;  605.000;    0.000
 543.32;  288.000;  288.000;    0.000
 543.66;  129.000;  129.000;    0.000
 543.99;   71.000;   71.000;    0.000
 544.32;   62.000;   62.000;    0.000
 544.66;  119.000;  119.000;    0.000
 544.99;  225.000;  225.000;    0.000
 545.33;  953.000;  953.000;    0.000
 545.66;  151.000;  151.000;    0.000
 545.99;  241.000;  241.000;    0.000
 546.33;   17.000;   17.000;    0.000
 546.66;  143.000;  143.000;    0.000
 546.99;   24.000;   24.000;    0.000
 547.33;  160.000;  160.000;    0.000
 547.66;   46.000;   46.000;    0.000
 548.00;   21.000;   21.000;    0.000
 548.33;   47.000;   47.000;    0.000
 548.66;   50.000;   50.000;    0.000
 549.00;  -91.000;  -91.000;    0.000
 549.33;  119.000;  119.000;    0.000
 549.66;  146.000;  146.000;    0.000
 550.00;   84.000;   84.000;    0.000
 550.33;   70.000;   70.000;    0.000
 550.66;  263.000;  263.000;    0.000
 551.00;   51.000;   51.000;    0.000
 551.33;   87.000;   87.000;    0.000
 551.67;   69.000;   69.000;    0.000
 552.00;    3.000;    3.000;    0.000
 552.33;    5.000;    5.000;    0.000
 552.67;    2.000;    2.000;    0.000
 553.00;  -21.000;  -21.000;    0.000
 553.33;   89.000;   89.000;    0.000
 553.67;  231.000;  231.000;    0.000
 554.00;  -75.000;  -75.000;    0.000
 554.33;   78.000;   78.000;    0.000
 554.67;  136.000;  136.000;    0.000
 555.00;   46.000;   46.000;    0.000
 555.33;  104.000;  104.000;    0.000
 555.67;   12.000;   12.000;    0.000
 556.00;  181.000;  181.000;    0.000
 556.33;  103.000;  103.000;    0.000
 556.67;   33.000;   33.000;    0.000
 557.00;   -9.000;   -9.000;    0.000
 557.33;  -16.000;  -16.000;    0.000
 557.67;  -34.000;  -34.000;    0.000
 558.00;  128.000;  128.000;    0.000
 558.33;   84.000;   84.000;    0.000
 558.67;  -12.000;  -12.000;    0.000
 559.00;  -27.000;  -27.000;    0.000
 559.33;  105.000;  105.000;    0.000
 559.67;   65.000;   65.000;    0.000
 560.00;  162.000;  162.000;    0.000
 560.33;  131.000;  131.000;    0.000
 560.67;  137.000;  137.000;    0.000
 561.00;   46.000;   46.000;    0.000
 561.33;   55.000;   55.000;    0.000
 561.67;   48.000;   48.000;    0.000
 562.00;  -90.000;  -90.000;    0.000
 562.33;   52.000;   52.000;    0.000
 562.67;   11.000;   11.000;    0.000
 563.00;  111.000;  111.000;    0.000
 563.33;   78.000;   78.000;    0.000
 563.67;  104.000;  104.000;    0.000
 564.00;  472.000;  472.000;    0.000
 564.33;  205.000;  205.000;    0.000
 564.67;  214.000;  214.000;    0.000
 565.00;  176.000;  176.000;    0.000
 565.33;   70.000;   70.000;    0.000
 565.67;  179.000;  179.000;    0.000
 566.00;  183.000;  183.000;    0.000
 566.33;  138.000;  138.000;    0.000
 566.66;  172.000;  172.000;    0.000
 567.00;   74.000;   74.000;    0.000
 567.33;  178.000;  178.000;    0.000
 567.66;   73.000;   73.000;    0.000
 568.00;  149.000;  149.000;    0.000
 568.33;  135.000;  135.000;    0.000
 568.66;  281.000;  281.000;    0.000
 569.00;  166.000;  166.000;    0.000
 569.33;  189.000;  189.000;    0.000
 569.66;  220.000;  220.000;    0.000
 569.99;  262.000;  262.000;    0.000
 570.33;  166.000;  166.000;    0.000
 570.66;   27.000;   27.000;    0.000
 570.99;   76.000;   76.000;    0.000
 571.33;  114.000;  114.000;    0.000
 571.66; -100.000; -100.000;    0.000
 571.99;  103.000;  103.000;    0.000
 572.32;   79.000;   79.000;    0.000
 572.66;  174.000;  174.000;    0.000
 572.99;  278.000;  278.000;    0.000
 573.32;  390.000;  390.000;    0.000
 573.66;  131.000;  131.000;    0.000
 573.99;   38.000;   38.000;    0.000
 574.32;  -10.000;  -10.000;    0.000
 574.65;   61.000;   61.000;    0.000
 574.99;  -10.000;  -10.000;    0.000
 575.32;  102.000;  102.000;    0.000
 575.65;   82.000;   82.000;    0.000
 575.98;  221.000;  221.000;    0.000
 576.32;   88.000;   88.000;    0.000
 576.65;   39.000;   39.000;    0.000
 576.98;  182.000;  182.000;    0.000
 577.32;   81.000;   81.000;    0.000
 577.65;   76.000;   76.000;    0.000
 577.98;  162.000;  162.000;    0.000
 578.31;  225.000;  225.000;    0.000
 578.65;  201.000;  201.000;    0.000
 578.98;  228.000;  228.000;    0.000
 579.31;  322.000;  322.000;    0.000
 579.64;  262.000;  262.000;    0.000
 579.98;  311.000;  311.000;    0.000
 580.31;  398.000;  398.000;    0.000
 580.64;  428.000;  428.000;    0.000
 580.97;  870.000;  870.000;    0.000
 581.31; 1241.000; 1241.000;    0.000
 581.64;  931.000;  931.000;    0.000
 581.97;  411.000;  411.000;    0.000
 582.30;  251.000;  251.000;    0.000
 582.64;  197.000;  197.000;    0.000
 582.97;  160.000;  160.000;    0.000
 583.30;  738.000;  738.000;    0.000
 583.63;  349.000;  349.000;    0.000
 583.97;  148.000;  148.000;    0.000
 584.30;   48.000;   48.000;    0.000
 584.63;  176.000;  176.000;    0.000
 584.96;  148.000;  148.000;    0.000
 585.30;   37.000;   37.000;    0.000
 585.63;   87.000;   87.000;    0.000
 585.96;   52.000;   52.000;    0.000
 586.29;  193.000;  193.000;    0.000
 586.63;  478.000;  478.000;    0.000
 586.96;  456.000;  456.000;    0.000
 587.29;  166.000;  166.000;    0.000
 587.62;  275.000;  275.000;    0.000
 587.95;  287.000;  287.000;    0.000
 588.29;  226.000;  226.000;    0.000
 588.62;  614.000;  614.000;    0.000
 588.95;  620.000;  620.000;    0.000
 589.28;  176.000;  176.000;    0.000
 589.62;  133.000;  133.000;    0.000
 589.95;   47.000;   47.000;    0.000
 590.28;   80.000;   80.000;    0.000
 590.61;   64.000;   64.000;    0.000
 590.94;   67.000;   67.000;    0.000
 591.28;  293.000;  293.000;    0.000
 591.61;  301.000;  301.000;    0.000
 591.94;  228.000;  228.000;    0.000
 592.27;  291.000;  291.000;    0.000
 592.61;  256.000;  256.000;    0.000
 592.94;  556.000;  556.000;    0.000
 593.27;  417.000;  417.000;    0.000
 593.60;  503.000;  503.000;    0.000
 593.93;  236.000;  236.000;    0.000
 594.27;   51.000;   51.000;    0.000
 594.60;  214.000;  214.000;    0.000
 594.93;  154.000;  154.000;    0.000
 595.26;   94.000;   94.000;    0.000
 595.59;  135.000;  135.000;    0.000
 595.93;  164.000;  164.000;    0.000
 596.26;  168.000;  168.000;    0.000
 596.59;  163.000;  163.000;    0.000
 596.92;  188.000;  188.000;    0.000
 597.25;  714.000;  714.000;    0.000
 597.59;  571.000;  571.000;    0.000
 597.92;  148.000;  148.000;    0.000
 598.25;   95.000;   95.000;    0.000
 598.58;  120.000;  120.000;    0.000
 598.91;  114.000;  114.000;    0.000
 599.25;  190.000;  190.000;    0.000
 599.58;   85.000;   85.000;    0.000
 599.91;   88.000;   88.000;    0.000
 600.24;  171.000;  171.000;    0.000
 600.57;  115.000;  115.000;    0.000
 600.90;   24.000;   24.000;    0.000
 601.24;  329.000;  329.000;    0.000
 601.57; 1365.000; 1365.000;    0.000
 601.90; 1696.000; 1696.000;    0.000
 602.23;  413.000;  413.000;    0.000
 602.56;  548.000;  548.000;    0.000
 602.90; 1250.000; 1250.000;    0.000
 603.23; 1083.000; 1083.000;    0.000
 603.56;  121.000;  121.000;    0.000
 603.89;  113.000;  113.000;    0.000
 604.22;  163.000;  163.000;    0.000
 604.55;  115.000;  115.000;    0.000
 604.89;   31.000;   31.000;    0.000
 605.22;  149.000;  149.000;    0.000
 605.55;  178.000;  178.000;    0.000
 605.88;   70.000;   70.000;    0.000
 606.21;   69.000;   69.000;    0.000
 606.54;  332.000;  332.000;    0.000
 606.88;   62.000;   62.000;    0.000
 607.21;    7.000;    7.000;    0.000
 607.54;  -78.000;  -78.000;    0.000
 607.87;  275.000;  275.000;    0.000
 608.20;  163.000;  163.000;    0.000
 608.53;  187.000;  187.000;    0.000
 608.86;  333.000;  333.000;    0.000
 609.20;  373.000;  373.000;    0.000
 609.53;  335.000;  335.000;    0.000
 609.86;  116.000;  116.000;    0.000
 610.19;  -75.000;  -75.000;    0.000
 610.52;   43.000;   43.000;    0.000
 610.85;   42.000;   42.000;    0.000
 611.19;   94.000;   94.000;    0.000
 611.52;   35.000;   35.000;    0.000
 611.85;  391.000;  391.000;    0.000
 612.18;  297.000;  297.000;    0.000
 612.51;  451.000;  451.000;    0.000
 612.84;  178.000;  178.000;    0.000
 613.17;  468.000;  468.000;    0.000
 613.50;  247.000;  247.000;    0.000
 613.84;  151.000;  151.000;    0.000
 614.17;  -21.000;  -21.000;    0.000
 614.50;  -25.000;  -25.000;    0.000
 614.83;  -47.000;  -47.000;    0.000
 615.16;   40.000;   40.000;    0.000
 615.49;  167.000;  167.000;    0.000
 615.82;  260.000;  260.000;    0.000
 616.16;  233.000;  233.000;    0.000
 616.49;   75.000;   75.000;    0.000
 616.82;   11.000;   11.000;    0.000
 617.15;   28.000;   28.000;    0.000
 617.48;  135.000;  135.000;    0.000
 617.81;   45.000;   45.000;    0.000
 618.14;  185.000;  185.000;    0.000
 618.47;   74.000;   74.000;    0.000
 618.81;  115.000;  115.000;    0.000
 619.14;  -36.000;  -36.000;    0.000
 619.47;   88.000;   88.000;    0.000
 619.80;  261.000;  261.000;    0.000
 620.13;  110.000;  110.000;    0.000
 620.46;  -12.000;  -12.000;    0.000
 620.79;   83.000;   83.000;    0.000
 621.12;  -64.000;  -64.000;    0.000
 621.45;  116.000;  116.000;    0.000
 621.79;  -39.000;  -39.000;    0.000
 622.12;   45.000;   45.000;    0.000
 622.45;  142.000;  142.000;    0.000
 622.78;    7.000;    7.000;    0.000
 623.11;   64.000;   64.000;    0.000
 623.44;   38.000;   38.000;    0.000
 623.77;  185.000;  185.000;    0.000
 624.10;   88.000;   88.000;    0.000
 624.43;    4.000;    4.000;    0.000
 624.76;   23.000;   23.000;    0.000
 625.10;  -29.000;  -29.000;    0.000
 625.43;   -6.000;   -6.000;    0.000
 625.76;    8.000;    8.000;    0.000
 626.09;  -71.000;  -71.000;    0.000
 626.42;   52.000;   52.000;    0.000
