Dark spectrum
Integration time [ms]: 100.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1401079U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts]
 626.75;  109.000;  109.000;    0.000
 627.08;  167.000;  167.000;    0.000
 627.41;   41.000;   41.000;    0.000
 627.74;   49.000;   49.000;    0.000
 628.07;   33.000;   33.000;    0.000
 628.40;   47.000;   47.000;    0.000
 628.73;   63.000;   63.000;    0.000
 629.07;  -37.000;  -37.000;    0.000
 629.40;   18.000;   18.000;    0.000
 629.73;   95.000;   95.000;    0.000
 630.06;  173.000;  173.000;    0.000
 630.39;   20.000;   20.000;    0.000
 630.72;  -21.000;  -21.000;    0.000
 631.05;   63.000;   63.000;    0.000
 631.38;   15.000;   15.000;    0.000
 631.71;    3.000;    3.000;    0.000
 632.04;   81.000;   81.000;    0.000
 632.37;   58.000;   58.000;    0.000
 632.70;  169.000;  169.000;    0.000
 633.03;   54.000;   54.000;    0.000
 633.36;   37.000;   37.000;    0.000
 633.70;   59.000;   59.000;    0.000
 634.03;   90.000;   90.000;    0.000
 634.36;   39.000;   39.000;    0.000
 634.69;   98.000;   98.000;    0.000
 635.02;   57.000;   57.000;    0.000
 635.35;  -71.000;  -71.000;    0.000
 635.68;    7.000;    7.000;    0.000
 636.01;   57.000;   57.000;    0.000
 636.34;   47.000;   47.000;    0.000
 636.67;  -38.000;  -38.000;    0.000
 637.00;   73.000;   73.000;    0.000
 637.33;  -47.000;  -47.000;    0.000
 637.66;   11.000;   11.000;    0.000
 637.99;  -33.000;  -33.000;    0.000
 638.32;   11.000;   11.000;    0.000
 638.65;   16.000;   16.000;    0.000
 638.98;   17.000;   17.000;    0.000
 639.31;   49.000;   49.000;    0.000
 639.64;  -64.000;  -64.000;    0.000
 639.97;   21.000;   21.000;    0.000
 640.30;  -86.000;  -86.000;    0.000
 640.64;    4.000;    4.000;    0.000
 640.97;   55.000;   55.000;    0.000
 641.30;  -25.000;  -25.000;    0.000
 641.63;  -69.000;  -69.000;    0.000
 641.96;  -18.000;  -18.000;    0.000
 642.29;  -38.000;  -38.000;    0.000
 642.62;  -15.000;  -15.000;    0.000
 642.95;   68.000;   68.000;    0.000
 643.28;   75.000;   75.000;    0.000
 643.61;   27.000;   27.000;    0.000
 643.94;  -70.000;  -70.000;    0.000
 644.27;    9.000;    9.000;    0.000
 644.60;  -27.000;  -27.000;    0.000
 644.93;   56.000;   56.000;    0.000
 645.26;   -3.000;   -3.000;    0.000
 645.59;   51.000;   51.000;    0.000
 645.92;  100.000;  100.000;    0.000
 646.25;   11.000;   11.000;    0.000
 646.58;  -11.000;  -11.000;    0.000
 646.91;   17.000;   17.000;    0.000
 647.24;  -37.000;  -37.000;    0.000
 647.57;   46.000;   46.000;    0.000
 647.90;   39.000;   39.000;    0.000
 648.23;   -9.000;   -9.000;    0.000
 648.56;   34.000;   34.000;    0.000
 648.89;   30.000;   30.000;    0.000
 649.22;   -6.000;   -6.000;    0.000
 649.55;  108.000;  108.000;    0.000
 649.88;  109.000;  109.000;    0.000
 650.21;  103.000;  103.000;    0.000
 650.54;   34.000;   34.000;    0.000
 650.87;    3.000;    3.000;    0.000
 651.20;   61.000;   61.000;    0.000
 651.53;   67.000;   67.000;    0.000
 651.86;   33.000;   33.000;    0.000
 652.19;   51.000;   51.000;    0.000
 652.52;  251.000;  251.000;    0.000
 652.85;   95.000;   95.000;    0.000
 653.18;  251.000;  251.000;    0.000
 653.51;  223.000;  223.000;    0.000
 653.84;  257.000;  257.000;    0.000
 654.17;  656.000;  656.000;    0.000
 654.50; 1787.000; 1787.000;    0.000
 654.83; 5322.000; 5322.000;    0.000
 655.16;14661.000;14661.000;    0.000
 655.49;64742.000;64742.000;    0.000
 655.82;64744.000;64744.000;    0.000
 656.15;64742.000;64742.000;    0.000
 656.48;64744.000;64744.000;    0.000
 656.81;64742.000;64742.000;    0.000
 657.14;64744.000;64744.000;    0.000
 657.47;64742.000;64742.000;    0.000
 657.80;64744.000;64744.000;    0.000
 658.13;64742.000;64742.000;    0.000
 658.46;64744.000;64744.000;    0.000
 658.79;64742.000;64742.000;    0.000
 659.12;64744.000;64744.000;    0.000
 659.44;64742.000;64742.000;    0.000
 659.77;64744.000;64744.000;    0.000
 660.10;64742.000;64742.000;    0.000
 660.43;38843.000;38843.000;    0.000
 660.76;21873.000;21873.000;    0.000
 661.09;  277.000;  277.000;    0.000
 661.42;  198.000;  198.000;    0.000
 661.75;  167.000;  167.000;    0.000
 662.08;  174.000;  174.000;    0.000
 662.41;  318.000;  318.000;    0.000
 662.74;  343.000;  343.000;    0.000
 663.07;   50.000;   50.000;    0.000
 663.40;   80.000;   80.000;    0.000
 663.73;   12.000;   12.000;    0.000
 664.06;  277.000;  277.000;    0.000
 664.39;  147.000;  147.000;    0.000
 664.72;   99.000;   99.000;    0.000
 665.05;  157.000;  157.000;    0.000
 665.38;   46.000;   46.000;    0.000
 665.71;   82.000;   82.000;    0.000
 666.04;  116.000;  116.000;    0.000
 666.36;  105.000;  105.000;    0.000
 666.69;   -5.000;   -5.000;    0.000
 667.02;  108.000;  108.000;    0.000
 667.35;   43.000;   43.000;    0.000
 667.68;    7.000;    7.000;    0.000
 668.01;   71.000;   71.000;    0.000
 668.34;  -11.000;  -11.000;    0.000
 668.67;  -20.000;  -20.000;    0.000
 669.00;  -23.000;  -23.000;    0.000
 669.33;   18.000;   18.000;    0.000
 669.66;   39.000;   39.000;    0.000
 669.99;   29.000;   29.000;    0.000
 670.32;   27.000;   27.000;    0.000
 670.65;   39.000;   39.000;    0.000
 670.97;  -20.000;  -20.000;    0.000
 671.30;   14.000;   14.000;    0.000
 671.63;  -28.000;  -28.000;    0.000
 671.96;  -10.000;  -10.000;    0.000
 672.29;   11.000;   11.000;    0.000
 672.62;  100.000;  100.000;    0.000
 672.95;  -54.000;  -54.000;    0.000
 673.28;   -8.000;   -8.000;    0.000
 673.61;   -4.000;   -4.000;    0.000
 673.94;  -68.000;  -68.000;    0.000
 674.27;   -9.000;   -9.000;    0.000
 674.59;   11.000;   11.000;    0.000
 674.92;  -29.000;  -29.000;    0.000
 675.25;  -42.000;  -42.000;    0.000
 675.58;  -39.000;  -39.000;    0.000
 675.91;  -14.000;  -14.000;    0.000
 676.24; -119.000; -119.000;    0.000
 676.57;  -90.000;  -90.000;    0.000
 676.90;  -20.000;  -20.000;    0.000
 677.23;   25.000;   25.000;    0.000
 677.56;   -2.000;   -2.000;    0.000
 677.88;   25.000;   25.000;    0.000
 678.21;   86.000;   86.000;    0.000
 678.54;   24.000;   24.000;    0.000
 678.87;  -36.000;  -36.000;    0.000
 679.20;  -53.000;  -53.000;    0.000
 679.53;   18.000;   18.000;    0.000
 679.86;    1.000;    1.000;    0.000
 680.19;   -1.000;   -1.000;    0.000
 680.52;   22.000;   22.000;    0.000
 680.84;   19.000;   19.000;    0.000
 681.17;   19.000;   19.000;    0.000
 681.50;   32.000;   32.000;    0.000
 681.83;  -82.000;  -82.000;    0.000
 682.16; -112.000; -112.000;    0.000
 682.49;   20.000;   20.000;    0.000
 682.82;   -3.000;   -3.000;    0.000
 683.15;  -28.000;  -28.000;    0.000
 683.47;  -32.000;  -32.000;    0.000
 683.80;  -22.000;  -22.000;    0.000
 684.13;   61.000;   61.000;    0.000
 684.46;   29.000;   29.000;    0.000
 684.79;   -1.000;   -1.000;    0.000
 685.12;   16.000;   16.000;    0.000
 685.45;   16.000;   16.000;    0.000
 685.78;  -65.000;  -65.000;    0.000
 686.10;  -54.000;  -54.000;    0.000
 686.43;   -4.000;   -4.000;    0.000
 686.76;  -79.000;  -79.000;    0.000
 687.09;  -36.000;  -36.000;    0.000
 687.42; -149.000; -149.000;    0.000
 687.75; -103.000; -103.000;    0.000
 688.08;   57.000;   57.000;    0.000
 688.40;    1.000;    1.000;    0.000
 688.73;  -11.000;  -11.000;    0.000
 689.06;  -36.000;  -36.000;    0.000
 689.39;    8.000;    8.000;    0.000
 689.72;   13.000;   13.000;    0.000
 690.05;   68.000;   68.000;    0.000
 690.38;   -3.000;   -3.000;    0.000
 690.70;   23.000;   23.000;    0.000
 691.03;   10.000;   10.000;    0.000
 691.36; -130.000; -130.000;    0.000
 691.69;  -48.000;  -48.000;    0.000
 692.02;  -50.000;  -50.000;    0.000
 692.35;   16.000;   16.000;    0.000
 692.67;    2.000;    2.000;    0.000
 693.00;  -87.000;  -87.000;    0.000
 693.33;  -19.000;  -19.000;    0.000
 693.66;  -11.000;  -11.000;    0.000
 693.99;  -39.000;  -39.000;    0.000
 694.32;   19.000;   19.000;    0.000
 694.64;    8.000;    8.000;    0.000
 694.97;  -27.000;  -27.000;    0.000
 695.30;    6.000;    6.000;    0.000
 695.63;  -53.000;  -53.000;    0.000
 695.96;   -9.000;   -9.000;    0.000
 696.28;   -8.000;   -8.000;    0.000
 696.61;   -2.000;   -2.000;    0.000
 696.94;  -35.000;  -35.000;    0.000
 697.27;   -9.000;   -9.000;    0.000
 697.60;    0.000;    0.000;    0.000
 697.93;  -11.000;  -11.000;    0.000
 698.25;   55.000;   55.000;    0.000
 698.58;  -36.000;  -36.000;    0.000
 698.91;  -46.000;  -46.000;    0.000
 699.24;  -49.000;  -49.000;    0.000
 699.57;  -65.000;  -65.000;    0.000
 699.89;  -19.000;  -19.000;    0.000
 700.22;   -2.000;   -2.000;    0.000
 700.55;  -30.000;  -30.000;    0.000
 700.88;  -34.000;  -34.000;    0.000
 701.21;   -9.000;   -9.000;    0.000
 701.53;    7.000;    7.000;    0.000
 701.86;  -26.000;  -26.000;    0.000
 702.19;  -43.000;  -43.000;    0.000
 702.52;   26.000;   26.000;    0.000
 702.85;  -78.000;  -78.000;    0.000
 703.17;    1.000;    1.000;    0.000
 703.50; -129.000; -129.000;    0.000
 703.83;   38.000;   38.000;    0.000
 704.16;    7.000;    7.000;    0.000
 704.49;   -8.000;   -8.000;    0.000
 704.81;   47.000;   47.000;    0.000
 705.14;  -13.000;  -13.000;    0.000
 705.47;  -11.000;  -11.000;    0.000
 705.80;   11.000;   11.000;    0.000
 706.13;  -18.000;  -18.000;    0.000
 706.45;  -81.000;  -81.000;    0.000
 706.78;   62.000;   62.000;    0.000
 707.11;   56.000;   56.000;    0.000
 707.44;  -44.000;  -44.000;    0.000
 707.76;  -26.000;  -26.000;    0.000
 708.09;   38.000;   38.000;    0.000
 708.42;   26.000;   26.000;    0.000
 708.75;  -88.000;  -88.000;    0.000
 709.08;   51.000;   51.000;    0.000
 709.40;    3.000;    3.000;    0.000
 709.73;  -46.000;  -46.000;    0.000
 710.06;  -11.000;  -11.000;    0.000
 710.39;   -5.000;   -5.000;    0.000
 710.71;  -76.000;  -76.000;    0.000
 711.04;  -97.000;  -97.000;    0.000
 711.37;  -61.000;  -61.000;    0.000
 711.70;   32.000;   32.000;    0.000
 712.02;   24.000;   24.000;    0.000
 712.35;   23.000;   23.000;    0.000
 712.68;  -24.000;  -24.000;    0.000
 713.01;  -57.000;  -57.000;    0.000
 713.33;   -4.000;   -4.000;    0.000
 713.66;  -51.000;  -51.000;    0.000
 713.99;   12.000;   12.000;    0.000
 714.32;   53.000;   53.000;    0.000
 714.64;    2.000;    2.000;    0.000
 714.97;  -37.000;  -37.000;    0.000
 715.30;  -97.000;  -97.000;    0.000
 715.63;  -55.000;  -55.000;    0.000
 715.95;  -37.000;  -37.000;    0.000
 716.28;   26.000;   26.000;    0.000
 716.61;   64.000;   64.000;    0.000
 716.94;   25.000;   25.000;    0.000
 717.26;   59.000;   59.000;    0.000
 717.59;  -17.000;  -17.000;    0.000
 717.92;  -37.000;  -37.000;    0.000
 718.25;  -19.000;  -19.000;    0.000
 718.57;  -27.000;  -27.000;    0.000
 718.90;   -1.000;   -1.000;    0.000
 719.23;   70.000;   70.000;    0.000
 719.56;  -17.000;  -17.000;    0.000
 719.88;  -19.000;  -19.000;    0.000
 720.21;  -56.000;  -56.000;    0.000
 720.54;   34.000;   34.000;    0.000
 720.86;   26.000;   26.000;    0.000
 721.19;   30.000;   30.000;    0.000
 721.52;  -14.000;  -14.000;    0.000
 721.85;   46.000;   46.000;    0.000
 722.17;  -60.000;  -60.000;    0.000
 722.50;   51.000;   51.000;    0.000
 722.83;   32.000;   32.000;    0.000
 723.15;   49.000;   49.000;    0.000
 723.48;   46.000;   46.000;    0.000
 723.81;   80.000;   80.000;    0.000
 724.14;  -39.000;  -39.000;    0.000
 724.46;   24.000;   24.000;    0.000
 724.79;  -16.000;  -16.000;    0.000
 725.12;   99.000;   99.000;    0.000
 725.44;   -7.000;   -7.000;    0.000
 725.77;   19.000;   19.000;    0.000
 726.10;   27.000;   27.000;    0.000
 726.43;  -62.000;  -62.000;    0.000
 726.75;   -7.000;   -7.000;    0.000
 727.08;  -69.000;  -69.000;    0.000
 727.41;   65.000;   65.000;    0.000
 727.73;   20.000;   20.000;    0.000
 728.06;  -56.000;  -56.000;    0.000
 728.39;  -41.000;  -41.000;    0.000
 728.71;   27.000;   27.000;    0.000
 729.04;   77.000;   77.000;    0.000
 729.37;   41.000;   41.000;    0.000
 729.69;  -80.000;  -80.000;    0.000
 730.02;    1.000;    1.000;    0.000
 730.35;   16.000;   16.000;    0.000
 730.68;   46.000;   46.000;    0.000
 731.00;   25.000;   25.000;    0.000
 731.33;   47.000;   47.000;    0.000
 731.66;   63.000;   63.000;    0.000
 731.98;  -29.000;  -29.000;    0.000
 732.31;   39.000;   39.000;    0.000
 732.64;  -14.000;  -14.000;    0.000
 732.96;    2.000;    2.000;    0.000
 733.29;   51.000;   51.000;    0.000
 733.62;   -2.000;   -2.000;    0.000
 733.94;   29.000;   29.000;    0.000
 734.27;  -87.000;  -87.000;    0.000
 734.60;  -48.000;  -48.000;    0.000
 734.92;   40.000;   40.000;    0.000
 735.25;  -44.000;  -44.000;    0.000
 735.58;  -33.000;  -33.000;    0.000
 735.90;  -68.000;  -68.000;    0.000
 736.23;  -60.000;  -60.000;    0.000
 736.56;   17.000;   17.000;    0.000
 736.88;  -30.000;  -30.000;    0.000
 737.21;   19.000;   19.000;    0.000
 737.54;  -16.000;  -16.000;    0.000
 737.86;   25.000;   25.000;    0.000
 738.19;  -63.000;  -63.000;    0.000
 738.52;  -48.000;  -48.000;    0.000
 738.84;  -92.000;  -92.000;    0.000
 739.17;   25.000;   25.000;    0.000
 739.50;   49.000;   49.000;    0.000
 739.82;  146.000;  146.000;    0.000
 740.15;  -56.000;  -56.000;    0.000
 740.47;   47.000;   47.000;    0.000
 740.80;   17.000;   17.000;    0.000
 741.13;  -40.000;  -40.000;    0.000
 741.45;  -17.000;  -17.000;    0.000
 741.78;   29.000;   29.000;    0.000
 742.11;   -4.000;   -4.000;    0.000
 742.43;   78.000;   78.000;    0.000
 742.76;  -10.000;  -10.000;    0.000
 743.09;  -33.000;  -33.000;    0.000
 743.41;  -79.000;  -79.000;    0.000
 743.74; -107.000; -107.000;    0.000
 744.06;   83.000;   83.000;    0.000
 744.39;  -36.000;  -36.000;    0.000
 744.72;  128.000;  128.000;    0.000
 745.04;   -8.000;   -8.000;    0.000
 745.37;   19.000;   19.000;    0.000
 745.70;  -49.000;  -49.000;    0.000
 746.02;   84.000;   84.000;    0.000
 746.35;  -33.000;  -33.000;    0.000
 746.67;   12.000;   12.000;    0.000
 747.00;   81.000;   81.000;    0.000
 747.33;  -28.000;  -28.000;    0.000
 747.65;  -43.000;  -43.000;    0.000
 747.98;  -34.000;  -34.000;    0.000
 748.31;   75.000;   75.000;    0.000
 748.63;   37.000;   37.000;    0.000
 748.96;   23.000;   23.000;    0.000
 749.28;   29.000;   29.000;    0.000
 749.61;  -38.000;  -38.000;    0.000
 749.94; -130.000; -130.000;    0.000
 750.26;   92.000;   92.000;    0.000
 750.59;  -18.000;  -18.000;    0.000
 750.91;   36.000;   36.000;    0.000
 751.24;  -63.000;  -63.000;    0.000
 751.57;   -2.000;   -2.000;    0.000
 751.89;   32.000;   32.000;    0.000
 752.22;   -8.000;   -8.000;    0.000
 752.54;   30.000;   30.000;    0.000
 752.87;  -16.000;  -16.000;    0.000
 753.20;   25.000;   25.000;    0.000
 753.52;   19.000;   19.000;    0.000
 753.85;  122.000;  122.000;    0.000
 754.17;   30.000;   30.000;    0.000
 754.50;  -46.000;  -46.000;    0.000
 754.82;   34.000;   34.000;    0.000
 755.15;  -18.000;  -18.000;    0.000
 755.48;   76.000;   76.000;    0.000
 755.80;   -7.000;   -7.000;    0.000
 756.13;   22.000;   22.000;    0.000
 756.45;  -37.000;  -37.000;    0.000
 756.78;   20.000;   20.000;    0.000
 757.11;   76.000;   76.000;    0.000
 757.43;  -46.000;  -46.000;    0.000
 757.76;   37.000;   37.000;    0.000
 758.08;  -71.000;  -71.000;    0.000
 758.41;   -4.000;   -4.000;    0.000
 758.73;  -25.000;  -25.000;    0.000
 759.06;  -23.000;  -23.000;    0.000
 759.39;   -6.000;   -6.000;    0.000
 759.71;   69.000;   69.000;    0.000
 760.04;  -17.000;  -17.000;    0.000
 760.36;   20.000;   20.000;    0.000
 760.69;   22.000;   22.000;    0.000
 761.01;  -41.000;  -41.000;    0.000
 761.34;    8.000;    8.000;    0.000
 761.66;  -72.000;  -72.000;    0.000
 761.99;   -9.000;   -9.000;    0.000
 762.32;  -39.000;  -39.000;    0.000
 762.64;  -63.000;  -63.000;    0.000
 762.97;  -82.000;  -82.000;    0.000
 763.29;    3.000;    3.000;    0.000
 763.62;  -62.000;  -62.000;    0.000
 763.94;   18.000;   18.000;    0.000
 764.27;   55.000;   55.000;    0.000
 764.59;  -30.000;  -30.000;    0.000
 764.92;   20.000;   20.000;    0.000
 765.25;  -34.000;  -34.000;    0.000
 765.57;  -13.000;  -13.000;    0.000
 765.90;  -11.000;  -11.000;    0.000
 766.22;  -15.000;  -15.000;    0.000
 766.55;  -11.000;  -11.000;    0.000
 766.87;  -33.000;  -33.000;    0.000
 767.20;    5.000;    5.000;    0.000
 767.52;  -41.000;  -41.000;    0.000
 767.85;  104.000;  104.000;    0.000
 768.17;  -11.000;  -11.000;    0.000
 768.50; -113.000; -113.000;    0.000
 768.82;  -65.000;  -65.000;    0.000
 769.15;   59.000;   59.000;    0.000
 769.47;   68.000;   68.000;    0.000
 769.80;   -2.000;   -2.000;    0.000
 770.13;  -40.000;  -40.000;    0.000
 770.45;   45.000;   45.000;    0.000
 770.78;  -30.000;  -30.000;    0.000
 771.10;  -85.000;  -85.000;    0.000
 771.43;    9.000;    9.000;    0.000
 771.75;   39.000;   39.000;    0.000
 772.08;   39.000;   39.000;    0.000
 772.40;  -30.000;  -30.000;    0.000
 772.73;    4.000;    4.000;    0.000
 773.05;   54.000;   54.000;    0.000
 773.38;   58.000;   58.000;    0.000
 773.70;    9.000;    9.000;    0.000
 774.03;  -33.000;  -33.000;    0.000
 774.35;  -25.000;  -25.000;    0.000
 774.68;  -21.000;  -21.000;    0.000
 775.00;  -48.000;  -48.000;    0.000
 775.33;   -3.000;   -3.000;    0.000
 775.65;   -9.000;   -9.000;    0.000
 775.98;  -22.000;  -22.000;    0.000
 776.30;    5.000;    5.000;    0.000
 776.63;  634.000;  634.000;    0.000
 776.95; 2954.000; 2954.000;    0.000
 777.28; 2678.000; 2678.000;    0.000
 777.60;  290.000;  290.000;    0.000
 777.93;   17.000;   17.000;    0.000
 778.25;   16.000;   16.000;    0.000
 778.58;   29.000;   29.000;    0.000
 778.90;   18.000;   18.000;    0.000
 779.23;  -55.000;  -55.000;    0.000
 779.55;  -24.000;  -24.000;    0.000
 779.88;  -58.000;  -58.000;    0.000
 780.20;  -58.000;  -58.000;    0.000
 780.52;  -39.000;  -39.000;    0.000
 780.85;  -30.000;  -30.000;    0.000
 781.17;   -8.000;   -8.000;    0.000
 781.50;  -54.000;  -54.000;    0.000
 781.82;   43.000;   43.000;    0.000
 782.15;  -52.000;  -52.000;    0.000
 782.47;  -53.000;  -53.000;    0.000
 782.80;  -37.000;  -37.000;    0.000
 783.12;  -41.000;  -41.000;    0.000
 783.45;    7.000;    7.000;    0.000
 783.77;   16.000;   16.000;    0.000
 784.10;  -69.000;  -69.000;    0.000
 784.42;  -38.000;  -38.000;    0.000
 784.75;    7.000;    7.000;    0.000
 785.07;  -70.000;  -70.000;    0.000
 785.39;  -39.000;  -39.000;    0.000
 785.72;  -94.000;  -94.000;    0.000
 786.04;  132.000;  132.000;    0.000
 786.37;   24.000;   24.000;    0.000
 786.69;   38.000;   38.000;    0.000
 787.02;    1.000;    1.000;    0.000
 787.34;   20.000;   20.000;    0.000
 787.67;   40.000;   40.000;    0.000
 787.99;  -77.000;  -77.000;    0.000
 788.32;  -41.000;  -41.000;    0.000
 788.64;  -48.000;  -48.000;    0.000
 788.96;   60.000;   60.000;    0.000
 789.29;  -13.000;  -13.000;    0.000
 789.61;   40.000;   40.000;    0.000
 789.94;  -41.000;  -41.000;    0.000
 790.26;  -26.000;  -26.000;    0.000
 790.59;  -37.000;  -37.000;    0.000
 790.91;    6.000;    6.000;    0.000
 791.23;    3.000;    3.000;    0.000
 791.56;  -16.000;  -16.000;    0.000
 791.88;  -32.000;  -32.000;    0.000
 792.21;  -80.000;  -80.000;    0.000
 792.53;   28.000;   28.000;    0.000
 792.86;    8.000;    8.000;    0.000
 793.18;   49.000;   49.000;    0.000
 793.50;  -76.000;  -76.000;    0.000
 793.83;   35.000;   35.000;    0.000
 794.15;   36.000;   36.000;    0.000
 794.48;   19.000;   19.000;    0.000
 794.80; -165.000; -165.000;    0.000
 795.13;    5.000;    5.000;    0.000
 795.45;   50.000;   50.000;    0.000
 795.77;  -65.000;  -65.000;    0.000
 796.10;   74.000;   74.000;    0.000
 796.42;  -13.000;  -13.000;    0.000
 796.75;  -43.000;  -43.000;    0.000
 797.07;   40.000;   40.000;    0.000
 797.39;    8.000;    8.000;    0.000
 797.72;   12.000;   12.000;    0.000
 798.04;  -28.000;  -28.000;    0.000
 798.37;   38.000;   38.000;    0.000
 798.69;  -14.000;  -14.000;    0.000
 799.01;  -35.000;  -35.000;    0.000
 799.34;  -54.000;  -54.000;    0.000
 799.66;   11.000;   11.000;    0.000
 799.99;  -95.000;  -95.000;    0.000
 800.31;   18.000;   18.000;    0.000
 800.63;  -43.000;  -43.000;    0.000
 800.96;  -92.000;  -92.000;    0.000
 801.28;  -40.000;  -40.000;    0.000
 801.61;   32.000;   32.000;    0.000
 801.93;  -75.000;  -75.000;    0.000
 802.25;  -78.000;  -78.000;    0.000
 802.58;   20.000;   20.000;    0.000
 802.90;    3.000;    3.000;    0.000
 803.23;   30.000;   30.000;    0.000
 803.55;  -70.000;  -70.000;    0.000
 803.87;    3.000;    3.000;    0.000
 804.20;  -39.000;  -39.000;    0.000
 804.52;   42.000;   42.000;    0.000
 804.84;   30.000;   30.000;    0.000
 805.17;  -63.000;  -63.000;    0.000
 805.49;  -15.000;  -15.000;    0.000
 805.82;  -49.000;  -49.000;    0.000
 806.14;   54.000;   54.000;    0.000
 806.46;  -91.000;  -91.000;    0.000
 806.79;   10.000;   10.000;    0.000
 807.11;   81.000;   81.000;    0.000
 807.43;  -13.000;  -13.000;    0.000
 807.76;   -1.000;   -1.000;    0.000
 808.08;   70.000;   70.000;    0.000
 808.40;   -9.000;   -9.000;    0.000
 808.73;   34.000;   34.000;    0.000
 809.05;   32.000;   32.000;    0.000
 809.38;  -47.000;  -47.000;    0.000
 809.70;   77.000;   77.000;    0.000
 810.02;   57.000;   57.000;    0.000
 810.35;  -23.000;  -23.000;    0.000
 810.67;  -11.000;  -11.000;    0.000
 810.99;  -23.000;  -23.000;    0.000
 811.32;  -12.000;  -12.000;    0.000
 811.64;    5.000;    5.000;    0.000
 811.96; -106.000; -106.000;    0.000
 812.29;    9.000;    9.000;    0.000
 812.61;   20.000;   20.000;    0.000
 812.93;  -44.000;  -44.000;    0.000
 813.26;  -96.000;  -96.000;    0.000
 813.58;  -31.000;  -31.000;    0.000
 813.90;  -14.000;  -14.000;    0.000
 814.23;  -34.000;  -34.000;    0.000
 814.55;    5.000;    5.000;    0.000
 814.87;   -4.000;   -4.000;    0.000
 815.20;  -28.000;  -28.000;    0.000
 815.52;   45.000;   45.000;    0.000
 815.84;  -42.000;  -42.000;    0.000
 816.17;  -45.000;  -45.000;    0.000
 816.49;  -35.000;  -35.000;    0.000
 816.81;  -10.000;  -10.000;    0.000
 817.14;  -50.000;  -50.000;    0.000
 817.46;   41.000;   41.000;    0.000
 817.78;   -9.000;   -9.000;    0.000
 818.11;    5.000;    5.000;    0.000
 818.43;  -10.000;  -10.000;    0.000
 818.75;   -7.000;   -7.000;    0.000
 819.08;   -4.000;   -4.000;    0.000
 819.40;  -44.000;  -44.000;    0.000
 819.72;  -54.000;  -54.000;    0.000
 820.04;  -65.000;  -65.000;    0.000
 820.37;   -2.000;   -2.000;    0.000
 820.69;   -8.000;   -8.000;    0.000
 821.01;   41.000;   41.000;    0.000
 821.34;  -25.000;  -25.000;    0.000
 821.66;   -5.000;   -5.000;    0.000
 821.98;   19.000;   19.000;    0.000
 822.31;  -39.000;  -39.000;    0.000
 822.63;   -3.000;   -3.000;    0.000
 822.95;   49.000;   49.000;    0.000
 823.27;   18.000;   18.000;    0.000
 823.60;   -9.000;   -9.000;    0.000
 823.92;   57.000;   57.000;    0.000
 824.24;   58.000;   58.000;    0.000
 824.57;  -35.000;  -35.000;    0.000
 824.89;   26.000;   26.000;    0.000
 825.21;  -10.000;  -10.000;    0.000
 825.53;  -68.000;  -68.000;    0.000
 825.86;   27.000;   27.000;    0.000
 826.18;  -26.000;  -26.000;    0.000
 826.50;  -61.000;  -61.000;    0.000
 826.83;   -4.000;   -4.000;    0.000
 827.15;  -74.000;  -74.000;    0.000
 827.47;   33.000;   33.000;    0.000
 827.79;  -53.000;  -53.000;    0.000
 828.12;  -91.000;  -91.000;    0.000
 828.44;  -36.000;  -36.000;    0.000
 828.76;  -64.000;  -64.000;    0.000
 829.09;   63.000;   63.000;    0.000
 829.41;    1.000;    1.000;    0.000
 829.73;  -57.000;  -57.000;    0.000
 830.05;  -35.000;  -35.000;    0.000
 830.38;   30.000;   30.000;    0.000
 830.70;    5.000;    5.000;    0.000
 831.02;  -79.000;  -79.000;    0.000
 831.34;  -49.000;  -49.000;    0.000
 831.67;   -5.000;   -5.000;    0.000
 831.99;   24.000;   24.000;    0.000
 832.31;  -59.000;  -59.000;    0.000
 832.63;   42.000;   42.000;    0.000
 832.96;  -40.000;  -40.000;    0.000
 833.28;  -53.000;  -53.000;    0.000
 833.60;  -22.000;  -22.000;    0.000
 833.92;   -8.000;   -8.000;    0.000
 834.25;   -7.000;   -7.000;    0.000
 834.57;  -19.000;  -19.000;    0.000
 834.89;  -42.000;  -42.000;    0.000
 835.21;   36.000;   36.000;    0.000
 835.54;  -44.000;  -44.000;    0.000
 835.86;  -20.000;  -20.000;    0.000
 836.18;   -1.000;   -1.000;    0.000
 836.50;   -2.000;   -2.000;    0.000
 836.83;  -94.000;  -94.000;    0.000
 837.15;  -23.000;  -23.000;    0.000
 837.47;   30.000;   30.000;    0.000
 837.79; -115.000; -115.000;    0.000
 838.11;   13.000;   13.000;    0.000
 838.44;  -54.000;  -54.000;    0.000
 838.76; -117.000; -117.000;    0.000
 839.08;   -2.000;   -2.000;    0.000
 839.40;  -33.000;  -33.000;    0.000
 839.73;  -86.000;  -86.000;    0.000
 840.05;  -59.000;  -59.000;    0.000
 840.37;  -75.000;  -75.000;    0.000
 840.69;  -83.000;  -83.000;    0.000
 841.01;  -61.000;  -61.000;    0.000
 841.34;  -25.000;  -25.000;    0.000
 841.66;    8.000;    8.000;    0.000
 841.98;   -5.000;   -5.000;    0.000
 842.30;  -50.000;  -50.000;    0.000
